# Parameters and options used in calculation
# 20   Projectile charge
# 50   Projectile mass
# 100   Target charge
# 257   Target mass
# 1   Shell correction
# 1   Shell-correction factor
# 0.1   Stepsize for the kinetic energy
# 1   Level-density parameter used
# 19   Damping-shell energy used
# 1   af/an ratio
# 0.4   Correction factor for the moment of inertia
# 0   Mass table used
# 1   Pairing correction
# 1   Kramers-Strutinsky factor
# 1   Collective enhancement factor
# 5e+21   Reduced friction used
# 1   Potential curvature in the ground state (MeV)
# 1   Potential curvature at the saddle point (MeV)
# 1   Evaporation model used
# 0   Hill-Wheeler penetration factor used
# 1   Fission-barrier model used
# 20   Minimum excitation energy
# 50   Maximum excitation energy
# 0.1   Stepsize for the spectral discretization
# 0.1   Stepsize for plotting the excitation function
# 0   Minimum angular momentum
# 199   Maximum angular momentum
# 4   Number of emitted neutrons
# 0   Number of emitted protons
# 1   Types of emitted particles at each step
# 0   Gamma-ray emission
# 1   Gamma-ray emission model used
# 0   Fission-time calculation
# 1.1   Time factor
# 1e-06   Cut-off for the transmission coefficient
# 1e-50   Cut-off for the decay width
# 0   Fusion model used
# 0, 0   Barrier-distribution parameters
# 32   Number of abscissas for the G-L integration
# CaPu.dat   Name of the fusion data file
# Koura.dat   Name of the nuclear data file
# MollerFisBar.dat   Name of the fission-barrier data file
# cross-sections.dat   Name of the output file
# Estar	Ecm	Elab	Fusion	0n0p	1n0p	2n0p	3n0p	4n0p   
2.430000e+01   2.068853e+02   2.471353e+02   1.091748e+02   0.000000e+00   1.720521e-09   5.296060e-05   1.205300e-02   8.324534e-05   
2.440000e+01   2.069853e+02   2.472548e+02   1.118903e+02   0.000000e+00   1.570856e-09   4.912525e-05   1.222810e-02   1.084587e-04   
2.450000e+01   2.070853e+02   2.473742e+02   1.146040e+02   0.000000e+00   1.433695e-09   4.554003e-05   1.236855e-02   1.388044e-04   
2.460000e+01   2.071853e+02   2.474937e+02   1.173166e+02   0.000000e+00   1.308086e-09   4.219262e-05   1.247439e-02   1.748005e-04   
2.470000e+01   2.072853e+02   2.476131e+02   1.200291e+02   0.000000e+00   1.193135e-09   3.907073e-05   1.254598e-02   2.169442e-04   
2.480000e+01   2.073853e+02   2.477326e+02   1.227394e+02   0.000000e+00   1.087973e-09   3.616118e-05   1.258364e-02   2.656980e-04   
2.490000e+01   2.074853e+02   2.478521e+02   1.254484e+02   0.000000e+00   9.918252e-10   3.345225e-05   1.258837e-02   3.214944e-04   
2.500000e+01   2.075853e+02   2.479715e+02   1.281552e+02   0.000000e+00   9.039535e-10   3.093197e-05   1.256117e-02   3.847220e-04   
2.510000e+01   2.076853e+02   2.480910e+02   1.308603e+02   0.000000e+00   8.236854e-10   2.858920e-05   1.250345e-02   4.557294e-04   
2.520000e+01   2.077853e+02   2.482104e+02   1.335621e+02   0.000000e+00   7.503837e-10   2.641273e-05   1.241657e-02   5.348115e-04   
2.530000e+01   2.078853e+02   2.483299e+02   1.362634e+02   0.000000e+00   6.834843e-10   2.439272e-05   1.230246e-02   6.222319e-04   
2.540000e+01   2.079853e+02   2.484493e+02   1.389614e+02   0.000000e+00   6.224355e-10   2.251863e-05   1.216265e-02   7.181830e-04   
2.550000e+01   2.080853e+02   2.485688e+02   1.416578e+02   0.000000e+00   5.667517e-10   2.078131e-05   1.199915e-02   8.228289e-04   
2.560000e+01   2.081853e+02   2.486882e+02   1.443526e+02   0.000000e+00   5.159766e-10   1.917171e-05   1.181392e-02   9.362800e-04   
2.570000e+01   2.082853e+02   2.488077e+02   1.470441e+02   0.000000e+00   4.696844e-10   1.768104e-05   1.160875e-02   1.058588e-03   
2.580000e+01   2.083853e+02   2.489271e+02   1.497332e+02   0.000000e+00   4.274935e-10   1.630138e-05   1.138571e-02   1.189778e-03   
2.590000e+01   2.084853e+02   2.490466e+02   1.524186e+02   0.000000e+00   3.890463e-10   1.502496e-05   1.114664e-02   1.329816e-03   
2.600000e+01   2.085853e+02   2.491661e+02   1.551029e+02   0.000000e+00   3.540250e-10   1.384486e-05   1.089369e-02   1.478666e-03   
2.610000e+01   2.086853e+02   2.492855e+02   1.577855e+02   0.000000e+00   3.221289e-10   1.275422e-05   1.062867e-02   1.636227e-03   
2.620000e+01   2.087853e+02   2.494050e+02   1.604647e+02   0.000000e+00   2.930816e-10   1.174659e-05   1.035329e-02   1.802360e-03   
2.630000e+01   2.088853e+02   2.495244e+02   1.631408e+02   0.000000e+00   2.666335e-10   1.081601e-05   1.006932e-02   1.976909e-03   
2.640000e+01   2.089853e+02   2.496439e+02   1.658132e+02   0.000000e+00   2.425556e-10   9.956912e-06   9.778416e-03   2.159689e-03   
2.650000e+01   2.090853e+02   2.497633e+02   1.684851e+02   0.000000e+00   2.206426e-10   9.164260e-06   9.482329e-03   2.350540e-03   
2.660000e+01   2.091853e+02   2.498828e+02   1.711543e+02   0.000000e+00   2.006999e-10   8.433046e-06   9.182423e-03   2.549218e-03   
2.670000e+01   2.092853e+02   2.500022e+02   1.738195e+02   0.000000e+00   1.825510e-10   7.758670e-06   8.880025e-03   2.755473e-03   
2.680000e+01   2.093853e+02   2.501217e+02   1.764823e+02   0.000000e+00   1.660381e-10   7.136976e-06   8.576519e-03   2.969085e-03   
2.690000e+01   2.094853e+02   2.502412e+02   1.791429e+02   0.000000e+00   1.510154e-10   6.564021e-06   8.273106e-03   3.189809e-03   
2.700000e+01   2.095853e+02   2.503606e+02   1.818017e+02   0.000000e+00   1.373498e-10   6.036141e-06   7.970898e-03   3.417399e-03   
2.710000e+01   2.096853e+02   2.504801e+02   1.844560e+02   0.000000e+00   1.249178e-10   5.549830e-06   7.670775e-03   3.651547e-03   
2.720000e+01   2.097853e+02   2.505995e+02   1.871070e+02   0.000000e+00   1.136098e-10   5.101966e-06   7.373699e-03   3.892015e-03   
2.730000e+01   2.098853e+02   2.507190e+02   1.897574e+02   0.000000e+00   1.033263e-10   4.689676e-06   7.080589e-03   4.138607e-03   
2.740000e+01   2.099853e+02   2.508384e+02   1.924051e+02   0.000000e+00   9.397376e-11   4.310166e-06   6.792079e-03   4.391031e-03   
2.750000e+01   2.100853e+02   2.509579e+02   1.950477e+02   0.000000e+00   8.546733e-11   3.960855e-06   6.508727e-03   4.648988e-03   
2.760000e+01   2.101853e+02   2.510773e+02   1.976895e+02   0.000000e+00   7.773251e-11   3.639486e-06   6.231230e-03   4.912337e-03   
2.770000e+01   2.102853e+02   2.511968e+02   2.003295e+02   0.000000e+00   7.069914e-11   3.343860e-06   5.960030e-03   5.180834e-03   
2.780000e+01   2.103853e+02   2.513163e+02   2.029651e+02   0.000000e+00   6.430289e-11   3.071923e-06   5.695456e-03   5.454197e-03   
2.790000e+01   2.104853e+02   2.514357e+02   2.055975e+02   0.000000e+00   5.848661e-11   2.821839e-06   5.437887e-03   5.732252e-03   
2.800000e+01   2.105853e+02   2.515552e+02   2.082294e+02   0.000000e+00   5.319843e-11   2.591921e-06   5.187662e-03   6.014875e-03   
2.810000e+01   2.106853e+02   2.516746e+02   2.108577e+02   0.000000e+00   4.838972e-11   2.380539e-06   4.944920e-03   6.301811e-03   
2.820000e+01   2.107853e+02   2.517941e+02   2.134813e+02   0.000000e+00   4.401679e-11   2.186215e-06   4.709801e-03   6.592853e-03   
2.830000e+01   2.108853e+02   2.519135e+02   2.161049e+02   0.000000e+00   4.004106e-11   2.007641e-06   4.482522e-03   6.887990e-03   
2.840000e+01   2.109853e+02   2.520330e+02   2.187255e+02   0.000000e+00   3.642589e-11   1.843536e-06   4.263088e-03   7.187003e-03   
2.850000e+01   2.110853e+02   2.521524e+02   2.213407e+02   0.000000e+00   3.313817e-11   1.692725e-06   4.051478e-03   7.489681e-03   
2.860000e+01   2.111853e+02   2.522719e+02   2.239561e+02   0.000000e+00   3.014901e-11   1.554189e-06   3.847793e-03   7.796106e-03   
2.870000e+01   2.112853e+02   2.523913e+02   2.265688e+02   0.000000e+00   2.743082e-11   1.426920e-06   3.651932e-03   8.106084e-03   
2.880000e+01   2.113853e+02   2.525108e+02   2.291757e+02   0.000000e+00   2.495868e-11   1.309998e-06   3.463780e-03   8.419431e-03   
2.890000e+01   2.114853e+02   2.526303e+02   2.317833e+02   0.000000e+00   2.271092e-11   1.202625e-06   3.283340e-03   8.736310e-03   
2.900000e+01   2.115853e+02   2.527497e+02   2.343875e+02   0.000000e+00   2.066670e-11   1.104011e-06   3.110431e-03   9.056525e-03   
2.910000e+01   2.116853e+02   2.528692e+02   2.369867e+02   0.000000e+00   1.880741e-11   1.013439e-06   2.944893e-03   9.379962e-03   
2.920000e+01   2.117853e+02   2.529886e+02   2.395863e+02   0.000000e+00   1.711668e-11   9.302841e-07   2.786643e-03   9.706794e-03   
2.930000e+01   2.118853e+02   2.531081e+02   2.421816e+02   0.000000e+00   1.557882e-11   8.539252e-07   2.635451e-03   1.003678e-02   
2.940000e+01   2.119853e+02   2.532275e+02   2.447738e+02   0.000000e+00   1.418004e-11   7.838158e-07   2.491151e-03   1.036990e-02   
2.950000e+01   2.120853e+02   2.533470e+02   2.473651e+02   0.000000e+00   1.290781e-11   7.194552e-07   2.353576e-03   1.070614e-02   
2.960000e+01   2.121853e+02   2.534664e+02   2.499511e+02   0.000000e+00   1.175042e-11   6.603625e-07   2.222483e-03   1.104514e-02   
2.970000e+01   2.122853e+02   2.535859e+02   2.525369e+02   0.000000e+00   1.069768e-11   6.061228e-07   2.097716e-03   1.138689e-02   
2.980000e+01   2.123853e+02   2.537054e+02   2.551196e+02   0.000000e+00   9.739937e-12   5.563324e-07   1.979038e-03   1.173094e-02   
2.990000e+01   2.124853e+02   2.538248e+02   2.576977e+02   0.000000e+00   8.868533e-12   5.106254e-07   1.866228e-03   1.207680e-02   
3.000000e+01   2.125853e+02   2.539443e+02   2.602754e+02   0.000000e+00   8.075774e-12   4.686766e-07   1.759105e-03   1.242413e-02   
3.010000e+01   2.126853e+02   2.540637e+02   2.628499e+02   0.000000e+00   7.354431e-12   4.301731e-07   1.657435e-03   1.277215e-02   
3.020000e+01   2.127853e+02   2.541832e+02   2.654218e+02   0.000000e+00   6.698048e-12   3.948341e-07   1.561009e-03   1.312012e-02   
3.030000e+01   2.128853e+02   2.543026e+02   2.679926e+02   0.000000e+00   6.100772e-12   3.624023e-07   1.469626e-03   1.346723e-02   
3.040000e+01   2.129853e+02   2.544221e+02   2.705565e+02   0.000000e+00   5.557116e-12   3.326318e-07   1.383045e-03   1.381217e-02   
